id,payment_status,created_at,score,icc,status,age,gender,income,housing_type,economic_dependents,occupancy_type,level_of_studies,tenure,state,reasson,rate,term,total_debt,amount_to_be_lend,marital_status,1_day_>_delinquencies_in_the_last_6_months,30_days_>_delinquencies_in_the_last_12_months,Account_has_an_important_observation_code,Check_if_the_user_has_other_loan_requests_in_ANALYSIS,Check_if_the_user_has_past_approved_loan_request,Check_if_the_user_has_past_rejected_loan_request,Counting_all_loans,Counting_installment_loans_type_I__M__O__X,Counting_revolvent_loans_type_R,DebtWithoutRE&12mAU___AnualIncome,DebtWithoutRE_AnualIncome_Ratio,Debt_To_Income_ratio_(Digitt_12_months),Debt_To_Income_ratio_(Digitt_15_months),Debt_To_Income_ratio_(Digitt_9_months),Digitt_payment_12_months_VS_average_last_payments,Digitt_payment_15_months_VS_average_last_payments,Digitt_payment_9_months_VS_average_last_payments,Employer_matches_to_Buro_employer,Evaluating_how_long_the_user_has_been_in_buro,Get_accounts_opened_recently.,Inquiries_in_the_last_6_months,Loan_request_Address_matches_to_Buros_Address,Percentage_of_revolving_credit_solved_by_digitt_credit._digitt_credit_all_revolving_credit,Personal_info_matches_to_Buros_personal_info,Revolving_LoC_Usage_ratio,bank_0,name_0,match_balance_address_0,loan_amount_0,rate_0,bank_1,name_1,match_balance_address_1,loan_amount_1,rate_1,bank_2,name_2,match_balance_address_2,loan_amount_2,rate_2,bank_3,name_3,match_balance_address_3,loan_amount_3,rate_3,bank_4,name_4,match_balance_address_4,loan_amount_4,rate_4
4218,,2019-03-30 19:23:27.591466+00,639,3,REJECTED,49,M,10500,PROPIO,2,Empleado,Licenciatura,10,Campeche,,33,12,25000,25399.45,CASADO,,1,UP,,,,8,2,6,1.1304,1.1304,1.4945,1.4541,1.5621,2.7076,2.263,3.4529,0.761905,177.115,4,10,0.537634,0.1924,1,0.8397,Banorte / IXE,Oro,1,25399.45,57.5,,,,,,,,,,,,,,,,,,,,
4210,,2019-03-29 19:42:49.776221+00,684,5,REJECTED,43,F,12000,PROPIO,1,Empleado,Licenciatura,7,Jalisco,,27,12,40000,55309.12,DIVORCIADO,0,0,CL,,,,4,2,2,0.6586,0.6586,0.6423,0.5652,0.7712,1.5339,1.2726,1.9711,0.470588,221.76,2,5,0.591304,0.8336,0.95082,0.6289,Citibanamex,Platinum,1,55309.12,40.59,,,,,,,,,,,,,,,,,,,,
4209,On-time,2019-03-29 19:27:48.301137+00,709,8,APPROVED,30,M,15000,RENTADO,2,Empleado,Licenciatura,5,Morelos,,23,9,9999,14799.27,SOLTERO,0,0,,,,,3,0,3,0.1529,0.1529,0.1915,0.175,0.2191,0.1729,0.1427,0.2233,0.875,77.76,0,3,0.626263,0.5379,1,0.5536,BBVA Bancomer,Oro,1,14799.27,59.28,,,,,,,,,,,,,,,,,,,,
4200,,2019-03-29 16:18:02.128525+00,687,6,REJECTED,46,F,100000,PROPIO,0,Negocio propio,Licenciatura,9,México,,27,15,173000,59804.42,CASADO,0,0,,,,,14,3,11,0.4461,0.4461,0.5795,0.5695,0.5962,0.184,0.1526,0.2364,0.580645,249.853,1,4,0.763158,0.1129,1,0.9312,Inbursa,Sam's Club,-1,30804.42,70,American Express,The Platinum,1,29000,48.43,,,,,,,,,,,,,,,
4198,,2019-03-29 06:40:25.442897+00,625,6,REJECTED,27,M,15000,RENTADO,0,Empleado,Licenciatura,3,Ciudad de México,,35,12,75000,60000,SOLTERO,4,0,,,,,6,2,4,0.6135,0.6135,0.662,0.5953,0.7738,0.6914,0.5792,0.8795,0.117647,45.4854,0,2,0.7,0.7803,1,0.8408,BBVA Bancomer,Oro,1,60000,59.29,,,,,,,,,,,,,,,,,,,,
4191,On-time,2019-03-29 01:15:26.135812+00,690,8,APPROVED,48,M,10000,FAMILIA,4,Empleado,Preparatoria,2,Jalisco,,26,9,8851,9378.96,CASADO,4,10,PC|CD,,,,4,3,1,0.2486,0.2486,0.7841,0.7684,0.8103,0.2773,0.2298,0.3568,0.115385,214.607,0,1,0.717391,0.3392,1,0.9601,Inbursa,Bodega Aurrera,1,9378.96,80,,,,,,,,,,,,,,,,,,,,
4190,,2019-03-28 22:33:16.986508+00,644,1,REJECTED,26,M,15000,FAMILIA,1,Empleado,Preparatoria,2,Jalisco,,33,12,23000,11407.43,SOLTERO,0,,CL|CL,,,,18,14,4,0.4484,0.4484,2.6719,2.6592,2.6932,,,,1,82.3453,29,14,0.454545,0.3477,1,0.7178,Banorte / IXE,Clásica,0,11407.43,61.5,Scotiabank,Travel Clásica,0,0,65.64,,,,,,,,,,,,,,,
4184,On-time,2019-03-28 17:39:46.299577+00,625,4,APPROVED,28,M,10000,PROPIO,0,Negocio propio,Licenciatura,1,Sinaloa,,35,9,24000,36219.72,SOLTERO,3,6,,,,,6,218,4,0.324,0.324,0.4801,0.4198,0.5814,0.6999,0.5864,0.8903,0.0540541,102.371,1,7,0.790698,0.937,1,0.6286,BBVA Bancomer,Oro,0,14481.86,70.85,American Express,The Platinum,0,21737.86,51.95,,,,,,,,,,,,,,,
4180,,2019-03-28 15:23:20.688333+00,640,6,REJECTED,51,F,30000,PROPIO,2,Empleado,Licenciatura,8,Ciudad de México,,33,12,162736,94642.72,CASADO,0,1,,,,,11,6,5,0.98,0.98,1.219,1.1663,1.3072,,,,0.86747,277.077,1,10,0.673469,0.56,1,0.5973,Inbursa,Walmart,0,0,0,BBVA Bancomer,Oro,1,70055.16,59.3,Inbursa,Clásica,1,24587.56,62.52,Inbursa,Telmex,0,0,40.2,,,,,
4177,,2019-03-28 06:40:21.213976+00,662,4,REJECTED,29,M,10000,FAMILIA,0,Negocio propio,Preparatoria,0,Querétaro,,30,15,50000,16070.85,SOLTERO,0,0,,,,,5,3,2,1.0192,1.0192,1.6969,1.67,1.7418,0.3158,0.263,0.4042,0,44.6783,10,23,0.530612,0.2141,1,1.0483,BBVA Bancomer,Azul,0,16070.85,63.95,,,,,,,,,,,,,,,,,,,,
4169,,2019-03-27 20:28:46.889232+00,684,6,REJECTED,29,M,30000,FAMILIA,0,Empleado,Posgrado,0,Ciudad de México,ABANDONED,27,15,112336,102593.06,SOLTERO,0,0,,,,,5,1,4,0.6489,0.6489,0.5853,0.5281,0.6809,1.3139,1.0901,1.6884,0.173913,67.4717,0,1,0.642857,0.9555,1,1.004,Invex,Volaris Clásica,1,18643.06,57.17,American Express,The Platinum,1,16981.74,51.95,Santander,Free,1,4827.56,33.1,Santander,Aeromexico,1,62140.7,58.51,,,,,
4149,,2019-03-26 23:41:10.280843+00,644,4,REJECTED,28,M,35000,FAMILIA,1,Negocio propio,Licenciatura,1,Hidalgo,,33,9,168327,54949.14,CASADO,8,4,RI,,,,11,6,5,0.698,0.9018,1.1059,1.0797,1.1498,0.109,0.0911,0.139,0.0666667,108.573,1,9,0.12,0.326,1,0.6339,Inbursa,Sam's Club,0,1,104.52,BBVA Bancomer,Oro,1,44742.2,63.51,HSBC,Clásica,1,10205.94,59.24,,,,,,,,,,
4141,,2019-03-26 17:06:45.996255+00,688,6,REJECTED,33,M,60000,RENTADO,0,Negocio propio,Licenciatura,3,Quintana Roo,,26,12,330000,,SOLTERO,0,0,,,,,1,0,1,,,,,,,,,0.16,152.757,0,10,0.326923,,1,,Banorte / IXE,IXE Platinum,0,0,28.68,,,,,,,,,,,,,,,,,,,,
4129,,2019-03-26 05:12:22.930468+00,678,5,REJECTED,46,M,33000,PROPIO,1,Empleado,Posgrado,4,Sonora,,28,12,25000,25594.07,DIVORCIADO,0,0,CD,,,,12,8,4,0.7323,0.7323,0.9006,0.8876,0.9223,1.7791,1.4779,2.2832,0.8,256.257,4,10,0.662162,0.299,1,0.7665,BBVA Bancomer,Afinidad UNAM,1,25594.07,63.95,,,,,,,,,,,,,,,,,,,,
4113,,2019-03-25 20:22:13.655723+00,644,8,REJECTED,62,M,11000,FAMILIA,3,Empleado,Licenciatura,10,Jalisco,OTHER,33,12,98000,40000,SOLTERO,0,0,CL|LC,,,,5,3,2,0.8751,0.8751,0.5704,0.5098,0.6721,0.44,0.3678,0.5612,0.96,260.853,0,1,0.796296,0.3898,1,0.4146,Banorte / IXE,Oro,0,40000,57.3,,,,,,,,,,,,,,,,,,,,
4109,,2019-03-25 17:14:39.646372+00,650,3,REJECTED,31,M,15000,FAMILIA,2,Negocio propio,Licenciatura,0,México,,32,12,35000,14342.06,SOLTERO,0,0,,,,,11,8,3,0.8695,0.8695,2.0311,2.0152,2.0579,0.3931,0.3282,0.502,0.171429,147.849,18,28,0.706767,0.1936,1,0.9867,Citibanamex,Oro,1,14342.06,52.59,,,,,,,,,,,,,,,,,,,,
4098,On-time,2019-03-24 19:16:14.101+00,697,9,APPROVED,37,F,12000,PROPIO,1,Empleado,Licenciatura,4,Jalisco,,25,12,65000,52535.92,CASADO,0,0,,,,,1,0,1,0.3323,0.3323,0.4814,0.4082,0.6038,0.3881,0.3212,0.5,0.0930233,113.405,0,1,0.259259,1.0979,1,0.651,Citibanamex,B•smart,0,52535.92,53.59,,,,,,,,,,,,,,,,,,,,
4093,On-time,2019-03-24 03:32:53.677743+00,652,3,APPROVED,27,M,16500,PROPIO,0,Empleado,Licenciatura,1,México,,32,15,10000,13063.84,SOLTERO,1,3,,,1,1,7,4,3,0.4811,0.4811,0.4992,0.486,0.5214,0.1755,0.1465,0.224,0.105263,79.7966,8,17,0.616541,0.4997,1,0.4887,Citibanamex,Oro,1,13063.84,52.59,,,,,,,,,,,,,,,,,,,,
4092,On-time,2019-03-24 01:57:42.149139+00,676,2,APPROVED,53,M,50000,RENTADO,2,Negocio propio,Preparatoria,8,Quintana Roo,,28,12,37000,16557.71,CASADO,0,0,,,,,12,5,7,0.225,0.225,0.2159,0.2104,0.2252,0.1265,0.105,0.1623,0.275862,280.221,1,13,0.59854,0.2491,1,0.6973,Inbursa,Sam's Club,1,16557.71,70,,,,,,,,,,,,,,,,,,,,
4090,On-time,2019-03-23 19:23:27.672504+00,636,3,APPROVED,39,M,34500,PROPIO,0,Empleado,Licenciatura,10,México,,34,15,56000,55559.03,CASADO,3,4,CL|CL,,,,6,2,4,0.4128,0.4128,0.4851,0.4582,0.5301,1.1544,0.966,1.4704,0.627451,165.083,0,17,0.56,0.4354,1,0.9703,Scotiabank,Travel Oro,1,20670.46,53.54,Banorte / IXE,Tarjeta 40,1,34888.57,62.5,,,,,,,,,,,,,,,
4089,On-time,2019-03-23 16:51:43.726332+00,672,8,APPROVED,48,F,12000,PROPIO,2,Empleado,Licenciatura,1,Nayarit,,29,12,16911,8040.21,SOLTERO,3,0,,,,,6,3,3,0.2012,0.2012,0.2107,0.1995,0.2295,1.1974,0.9959,1.5348,0.0851064,250.595,0,4,0.810127,0.4096,1,0.2584,Citibanamex,Oro,0,8040.21,52.59,,,,,,,,,,,,,,,,,,,,
4085,,2019-03-23 02:39:21.344678+00,710,9,REJECTED,38,M,20000,PROPIO,2,Negocio propio,Licenciatura,1,Jalisco,,23,12,100000,79201.51,CASADO,0,0,,,,,4,0,3,0.3609,0.3609,0.5863,0.5201,0.6971,0.6972,0.5755,0.9005,0.153846,177.383,0,2,0.830189,0.9143,1,0.3263,Citibanamex,B•smart,1,79201.51,53.59,,,,,,,,,,,,,,,,,,,,
4082,Late,2019-03-23 02:03:26.29369+00,675,2,APPROVED,23,M,10000,PROPIO,0,Empleado,Licenciatura,3,Ciudad de México,,28,12,18000,11830,SOLTERO,0,0,,,,,12,3,9,0.3705,0.3705,0.6351,0.6154,0.6682,0.3,0.2492,0.385,0.625,39.4146,5,21,0.414414,0.2806,1,0.9453,Citibanamex,Clásica,0,863.22,53.58,HSBC,Clásica,0,0,88.8,Citibanamex,B•smart,0,3178.37,55.21,Inbursa,Walmart,0,7788.41,70,,,,,
4077,On-time,2019-03-22 20:25:23.851425+00,713,9,APPROVED,57,M,17000,PROPIO,4,Empleado,Licenciatura,10,Jalisco,,23,12,20000,20394.05,CASADO,0,0,,,,,3,1,2,0.568,1.5579,0.6225,0.6024,0.6561,0.5865,0.4841,0.7576,0.636364,236.472,0,1,0.796748,0.382,1,0.4844,Banorte / IXE,Clásica,0,20394.05,61.5,,,,,,,,,,,,,,,,,,,,
4076,,2019-03-22 19:14:03.656997+00,668,7,REJECTED,48,F,55000,PROPIO,2,Empleado,Licenciatura,9,Jalisco,,29,12,238000,203778.29,CASADO,7,11,PC,,,,13,6,7,0.5101,0.5464,1.0967,1.0348,1.2003,0.7227,0.6011,0.9263,1,205.276,0,3,0.567568,0.7629,1,0.9315,Santander,Aeromexico,1,31359.31,58.56,BBVA Bancomer,Azul,1,32993.7,63.95,Inbursa,Sam's Club,1,41800.46,60,American Express,The Gold Elite,1,64307.72,65.49,Santander,Uni-Santander K,1,33317.1,58.56
4067,,2019-03-22 14:55:34.045091+00,673,6,REJECTED,46,F,18000,PROPIO,0,Empleado,Preparatoria,7,Jalisco,,29,12,51800,47319.24,CASADO,0,0,CL,,,,8,4,4,0.6107,0.6107,0.7342,0.6903,0.8077,0.218,0.1813,0.2794,0.133333,270.528,3,6,0.844037,0.7163,1,0.593,Citibanamex,B•smart,1,47319.24,53.59,,,,,,,,,,,,,,,,,,,,
4066,,2019-03-22 14:24:27.723353+00,665,1,REJECTED,32,M,40000,PROPIO,0,Negocio propio,Posgrado,8,Ciudad de México,,30,9,26362,26362.02,SOLTERO,16,27,CL|CL|CL,,,1,17,7,10,0.839,0.839,0.9378,0.9268,0.9563,0.3332,0.2775,0.4266,1,142.656,3,21,0.618182,0.0755,1,0.9559,Inbursa,Clásica,1,26362.02,48,,,,,,,,,,,,,,,,,,,,
4063,Paid-off,2019-03-22 04:19:02.130513+00,701,7,APPROVED,44,F,35000,PROPIO,2,Empleado,Licenciatura,5,Jalisco,,25,12,77000,51915.75,CASADO,1,1,,,,,6,3,3,0.4209,0.8357,0.8225,0.7977,0.864,0.7872,0.6515,1.0142,0.347826,164.288,1,2,0.589286,0.4994,1,0.435,BBVA Bancomer,Oro,-1,51915.75,59.29,,,,,,,,,,,,,,,,,,,,
4060,On-time,2019-03-22 02:16:20.722146+00,666,5,APPROVED,26,M,18000,FAMILIA,0,Empleado,Licenciatura,0,Nuevo León,,30,15,40000,28820.13,SOLTERO,0,0,,,,,2,0,2,0.1662,0.1662,0.2146,0.1879,0.2594,1.8913,1.575,2.4211,1,90.2857,1,11,0.57377,0.8027,1,2.4932,American Express,The Platinum,1,28820.13,61.45,,,,,,,,,,,,,,,,,,,,
4056,On-time,2019-03-21 23:12:01.012792+00,630,4,APPROVED,27,M,14000,FAMILIA,0,Empleado,Posgrado,3,Jalisco,,35,12,28898,28898.37,SOLTERO,1,0,,,,,7,2,5,0.6455,0.6455,0.585,0.5506,0.6427,0.9244,0.7745,1.1759,0,79.9542,2,3,0.914286,0.7157,0.935484,0.6222,Santander,Uni-Santander K,0,28898.37,58.56,,,,,,,,,,,,,,,,,,,,
4055,,2019-03-21 22:14:41.197159+00,660,6,REJECTED,53,M,30000,RENTADO,4,Negocio propio,Preparatoria,4,Jalisco,,30,12,65409,64374.98,CASADO,3,0,,,,,10,3,7,1.458,1.458,1.7594,1.7236,1.8195,1.2038,1.0025,1.541,0.105263,263.086,6,7,0.742268,0.1765,1,0.6372,Santander,Aeromexico,-1,64374.98,58.56,,,,,,,,,,,,,,,,,,,,
4053,On-time,2019-03-21 20:39:45.29192+00,703,6,APPROVED,30,M,30000,PROPIO,0,Empleado,Posgrado,5,Jalisco,,24,12,45713,45713.87,SOLTERO,0,0,,,,,7,5,2,0.3837,0.601,0.4102,0.3847,0.4528,0.272,0.2248,0.3509,1,74.4713,0,6,0.652174,0.5843,1,0.9183,BBVA Bancomer,Oro,0,45713.87,65.66,,,,,,,,,,,,,,,,,,,,
4031,On-time,2019-03-20 23:25:38.635503+00,709,6,APPROVED,56,M,40000,PROPIO,0,Negocio propio,Licenciatura,2,Nuevo León,,23,15,55000,28648.64,SOLTERO,0,0,CL|CL|CD,,,,12,5,7,0.6906,0.6906,0.5452,0.5332,0.5653,0.5903,0.4872,0.7624,0,279.572,2,19,0.45977,0.1788,0.875,0.5048,Banorte / IXE,Oro,-1,28648.64,57.5,,,,,,,,,,,,,,,,,,,,
4029,On-time,2019-03-20 23:07:30.267851+00,650,7,APPROVED,43,M,10000,PROPIO,4,Negocio propio,Preparatoria,10,Jalisco,,32,12,19087,18567.19,CASADO,1,1,,,,,5,3,2,0.7573,0.7573,0.6078,0.5768,0.6598,1.4068,1.1744,1.7963,0.75,168.346,1,5,0.541176,0.6685,1,0.6414,Inbursa,Clásica,0,18567.19,48,,,,,,,,,,,,,,,,,,,,
4021,On-time,2019-03-20 20:06:46.600429+00,637,5,APPROVED,32,F,6000,FAMILIA,0,Negocio propio,Licenciatura,4,Jalisco,,34,15,6800,6783.43,SOLTERO,,3,PC,,,,7,0,7,0.4167,0.4167,0.5301,0.5112,0.5617,4.1591,3.4804,5.2974,0.395062,157.664,0,2,0.916667,0.2261,1,0.8597,Inbursa,Walmart,1,6783.43,80,,,,,,,,,,,,,,,,,,,,
4007,,2019-03-20 17:02:44.320128+00,634,5,REJECTED,36,M,25500,PROPIO,1,Empleado,Licenciatura,5,Jalisco,,34,9,16000,19813.68,CASADO,4,0,,,,,21,10,11,0.7004,0.9989,0.7919,0.779,0.8136,0.2271,0.1901,0.2893,1,184.209,3,13,0.545455,0.2791,1,0.446,Scotiabank,Travel Platinum,-1,19813.68,53.54,,,,,,,,,,,,,,,,,,,,
4005,Late,2019-03-20 16:38:01.805249+00,693,3,APPROVED,26,M,80000,PROPIO,0,Empleado,Licenciatura,5,Ciudad de México,,26,12,100000,42801.05,SOLTERO,0,0,,,,1,9,4,5,0.3014,0.4175,0.3102,0.3012,0.3251,1.0554,0.8745,1.3579,0,58.4982,1,9,0.461538,0.194,1,1.054,BBVA Bancomer,Platinum,-1,42801.05,68.51,,,,,,,,,,,,,,,,,,,,
3998,,2019-03-20 16:13:17.023363+00,658,7,REJECTED,55,F,11000,PROPIO,0,Empleado,Preparatoria,10,Jalisco,,31,12,32000,25586.83,SOLTERO,1,0,CV|CV|LC,,,,13,9,4,0.3043,0.3043,1.5368,1.498,1.6019,0.5711,0.4762,0.7302,0.484848,279.837,27,3,0.732673,1.448,1,0.5501,Citibanamex,Clásica,1,25586.83,76.44,,,,,,,,,,,,,,,,,,,,
3997,On-time,2019-03-20 16:12:35.210437+00,676,5,APPROVED,29,M,20000,FAMILIA,0,Empleado,Licenciatura,2,Querétaro,,28,15,30000,13701.29,SOLTERO,0,0,UP,,,,8,4,4,0.493,0.837,0.6023,0.5908,0.6214,,,,0.7,116.24,1,7,0.694444,0.3943,1,0.9006,Banco Azteca,Elektra,0,0,94.8,Santander,Aeromexico,1,13701.29,58.56,,,,,,,,,,,,,,,
3994,On-time,2019-03-20 15:40:38.839713+00,708,7,APPROVED,39,F,25000,PROPIO,2,Empleado,Licenciatura,5,Jalisco,,24,15,25000,26138.7,SEPARADO,0,0,FN,,,,9,6,3,0.5091,0.7305,0.9113,0.8938,0.9405,,,,0.857143,196.401,1,4,0.626866,0.2792,1,0.7496,Santander,Light,0,0,30.72,HSBC,Básica,1,26138.7,54,,,,,,,,,,,,,,,
3993,On-time,2019-03-20 15:40:37.913605+00,678,8,APPROVED,35,F,9000,PROPIO,1,Empleado,Licenciatura,10,Jalisco,,28,12,16454,16454.27,SOLTERO,0,0,,,,,3,1,2,0.1174,0.1174,0.2417,0.2111,0.2928,1.1885,0.9872,1.5252,0.6,185.013,2,2,0.845361,6.3579,1,0.1314,Banorte / IXE,Oro,0,16454.27,57.3,,,,,,,,,,,,,,,,,,,,
3991,On-time,2019-03-20 15:23:44.551492+00,628,6,APPROVED,37,M,19000,RENTADO,3,Empleado,Licenciatura,10,Jalisco,,35,15,32343,5809.66,CASADO,3,,,,,,3,1,2,0.4899,0.3826,0.5327,0.5276,0.5412,0.0939,0.0787,0.1195,0.46875,112.496,0,6,0.632653,0.1377,1,0.8612,Citibanamex,Best Buy,-1,5809.66,53.59,,,,,,,,,,,,,,,,,,,,
3990,On-time,2019-03-20 15:18:36.447009+00,727,9,APPROVED,36,F,10000,PROPIO,1,Empleado,Posgrado,0,Ciudad de México,,21,9,23000,11927.03,CASADO,0,0,CL,,,,1,0,1,0.0935,0.0935,0.3254,0.3055,0.3588,0.0523,0.043,0.0677,0.0869565,115.978,0,3,0.635514,1.0629,1,0.0772,BBVA Bancomer,Oro,0,11927.03,59.29,,,,,,,,,,,,,,,,,,,,
3978,On-time,2019-03-20 01:01:48.027251+00,692,3,APPROVED,32,M,14000,PROPIO,0,Empleado,Licenciatura,1,México,,26,15,6850,11651.24,SOLTERO,0,0,,,,,7,3,4,0.425,0.425,0.7109,0.697,0.7342,0.2083,0.1726,0.268,0.1,124.187,3,15,0.567568,0.2101,1,0.835,BanCoppel,BanCoppel Visa,1,11651.24,57.58,,,,,,,,,,,,,,,,,,,,
3970,On-time,2019-03-19 19:27:06.773545+00,624,3,APPROVED,27,F,45000,FAMILIA,1,Empleado,Licenciatura,1,Nuevo León,SCORE < 625,35,12,48000,47325.56,UNION_LIBRE,1,11,CL|CL,,,1,3,0,3,0.1025,0.1025,0.1311,0.1136,0.1605,0.7748,0.6492,0.9857,0.4,100.949,2,29,0.843537,0.8551,1,0.7918,Santander,Aeromexico,-1,47325.56,58.56,,,,,,,,,,,,,,,,,,,,
3968,On-time,2019-03-19 17:14:06.764078+00,639,4,APPROVED,31,F,18000,RENTADO,0,Empleado,Posgrado,3,Jalisco,,33,15,34711,34710.39,SOLTERO,1,0,,,1,,6,3,3,0.4283,0.8993,0.7458,0.7136,0.7997,0.4182,0.3495,0.5333,0.0625,141.338,2,3,0.738739,2.0821,1,0.7409,BBVA Bancomer,Azul,1,34710.39,70.83,,,,,,,,,,,,,,,,,,,,
3967,On-time,2019-03-19 17:05:05.446523+00,647,4,APPROVED,30,M,14300,RENTADO,3,Empleado,Preparatoria,5,Jalisco,,32,12,17134,17134.72,SOLTERO,0,0,,,,,3,1,2,0.503,0.503,0.2552,0.2352,0.2887,0.4401,0.3674,0.5619,0.4375,104.467,1,5,0.358491,0.8891,0.9375,0.8865,Banorte / IXE,Clásica,-1,17134.72,52.5,,,,,,,,,,,,,,,,,,,,
3965,,2019-03-19 04:13:43.147111+00,655,1,REJECTED,25,F,20000,FAMILIA,0,Empleado,Licenciatura,1,Jalisco,,31,12,71000,27744.05,SOLTERO,0,4,,,,,12,3,9,0.681,1.3493,0.7693,0.7461,0.8081,,,,0.181818,63.0622,3,17,0.542056,0.2865,1,0.8399,Santander,Aeromexico,0,0,27.72,Citibanamex,Clásica,0,0,76.44,American Express,The Gold Elite,0,27744.05,56.49,,,,,,,,,,
3962,,2019-03-18 19:57:43.514781+00,704,7,REJECTED,35,F,7000,PROPIO,0,Empleado,Licenciatura,8,México,,24,12,9000,9275.7,SOLTERO,0,0,FN,,,1,13,0,10,1.3766,1.3766,1.6533,1.6311,1.6903,,,,0.62069,176.806,0,7,0.6,0.0802,1,0.2848,Citibanamex,Clásica,0,9275.7,53.59,,,,,,,,,,,,,,,,,,,,
3958,,2019-03-18 17:53:35.187465+00,663,2,REJECTED,38,M,30000,PROPIO,1,Negocio propio,Licenciatura,6,Puebla,,30,15,118000,,SEPARADO,0,0,,,,,7,2,5,0.3685,0.3685,0.4349,0.4349,0.4349,,,,0.0645161,121.661,2,6,0.720721,0,1,0.9716,Citibanamex,Oro,0,0,78.84,Santander,Free,0,0,29.64,HSBC,Clásica,0,0,88.8,Scotiabank,Travel Clásica,0,0,0,,,,,
3956,On-time,2019-03-18 03:07:41.794517+00,689,4,APPROVED,34,F,65000,FAMILIA,0,Negocio propio,Licenciatura,10,Hidalgo,,26,12,104500,58622.29,UNION_LIBRE,4,8,,,,,11,6,5,0.526,0.526,0.4619,0.4468,0.4871,0.2244,0.1859,0.2887,0.615385,161.028,5,21,0.625,0.3311,1,0.9808,BBVA Bancomer,Oro,0,58622.29,63.53,,,,,,,,,,,,,,,,,,,,
3943,On-time,2019-03-17 16:59:23.81998+00,688,4,APPROVED,23,M,10000,FAMILIA,0,Empleado,Licenciatura,0,Ciudad de México,,26,12,22000,22012.02,SOLTERO,0,0,,,,,4,2,2,0.3356,0.3356,0.3695,0.3327,0.4311,0.2111,0.1749,0.2716,0.8,29.8735,2,6,0.672269,0.6542,1,1.2325,BBVA Bancomer,Oro,0,22012.02,65.71,,,,,,,,,,,,,,,,,,,,
3930,,2019-03-16 16:16:59.254789+00,656,1,REJECTED,30,M,10000,PROPIO,1,Empleado,Licenciatura,5,Veracruz de Ignacio de la Llave,,31,15,22064,16665.42,UNION_LIBRE,3,0,,,,,14,10,4,1.9,1.9,2.6049,2.5771,2.6516,,,,0.912281,97.4009,22,28,0.53211,0.4199,1,0.9427,Citibanamex,The Home Depot,0,0,79.08,BBVA Bancomer,Vive,1,5671.68,67.73,Scotiabank,Tradicional Clásica,0,10993.74,55.59,,,,,,,,,,
3928,,2019-03-16 15:17:20.328616+00,665,5,REJECTED,36,M,20000,PROPIO,0,Empleado,Licenciatura,10,Nuevo León,,30,15,50000,49986.07,SOLTERO,0,0,,,,,18,3,15,1.4912,1.4912,1.9332,1.8915,2.0031,2.2268,1.8544,2.8505,0.322581,173.174,0,3,0.73913,0.1659,1,0.8373,Citibanamex,Platinum,1,49986.07,31.59,,,,,,,,,,,,,,,,,,,,
3894,,2019-03-15 06:44:12.471836+00,661,6,APPROVED,37,M,25000,FAMILIA,0,Empleado,Licenciatura,10,Jalisco,,30,15,35000,22668.1,CASADO,5,,,,,,12,276,9,0.3538,0.3538,0.4779,0.4627,0.5032,0.636,0.5296,0.8141,0.734694,171.195,2,8,0.373626,0.2141,1,0.3707,BBVA Bancomer,Azul,-1,22668.1,63.96,,,,,,,,,,,,,,,,,,,,
3890,,2019-03-14 21:55:03.7607+00,656,4,REJECTED,32,M,8000,PROPIO,2,Empleado,Preparatoria,7,Chiapas,,31,12,28000,6596.65,SOLTERO,0,0,,,,,7,3,4,0.797,0.797,1.3612,1.3474,1.3843,1.3225,1.1027,1.6909,0,141.489,4,7,0.867924,0.1326,1,0.7786,BBVA Bancomer,Azul,1,6596.65,68.54,,,,,,,,,,,,,,,,,,,,
3884,On-time,2019-03-14 20:06:14.661747+00,638,8,APPROVED,29,M,15000,RENTADO,2,Negocio propio,Preparatoria,2,Jalisco,,34,12,31294,31294.13,SOLTERO,4,0,,,,,2,0,2,0.2646,0.2646,0.3475,0.3127,0.4058,0.3521,0.2946,0.4484,0.157895,126.213,0,1,0.426667,0.657,1,0.7155,Santander,Light,-1,31294.13,30.72,,,,,,,,,,,,,,,,,,,,
3882,,2019-03-14 18:46:54.006014+00,682,3,REJECTED,28,M,17300,FAMILIA,0,Empleado,Licenciatura,0,Jalisco,,27,15,99287,42521.76,SOLTERO,0,0,,,,1,7,5,2,0.7403,0.7489,0.9306,0.8895,0.9994,0.624,0.5177,0.8019,0,48.211,1,6,0.895833,0.412,1,1.0159,BBVA Bancomer,Azul,-1,9329.36,70.82,Santander,Free,-1,12268.22,31.1,BBVA Bancomer,Afinidad UNAM,0,20924.18,68.53,,,,,,,,,,
3880,,2019-03-14 06:30:13.433243+00,654,3,REJECTED,36,M,24000,FAMILIA,0,Empleado,Licenciatura,4,Guanajuato,,31,15,68000,20134.75,SOLTERO,0,0,,,,,12,5,7,2.0239,2.4014,1.5805,1.5665,1.6039,,,,1,132.929,2,14,0.724138,0.0892,1,0.8975,Banorte / IXE,Oro,0,0,66.36,Citibanamex,Oro,1,0,0,Citibanamex,Clásica,1,20134.75,52.45,,,,,,,,,,
