id,payment_status,created_at,score,icc,status,age,gender,income,housing_type,economic_dependents,occupancy_type,level_of_studies,tenure,state,reasson,rate,term,total_debt,amount_to_be_lend,marital_status,1_day_>_delinquencies_in_the_last_6_months,30_days_>_delinquencies_in_the_last_12_months,Account_has_an_important_observation_code,Check_if_the_user_has_other_loan_requests_in_ANALYSIS,Check_if_the_user_has_past_approved_loan_request,Check_if_the_user_has_past_rejected_loan_request,Counting_all_loans,Counting_installment_loans_type_I__M__O__X,Counting_revolvent_loans_type_R,DebtWithoutRE&12mAU___AnualIncome,DebtWithoutRE_AnualIncome_Ratio,Debt_To_Income_ratio_(Digitt_12_months),Debt_To_Income_ratio_(Digitt_15_months),Debt_To_Income_ratio_(Digitt_9_months),Digitt_payment_12_months_VS_average_last_payments,Digitt_payment_15_months_VS_average_last_payments,Digitt_payment_9_months_VS_average_last_payments,Employer_matches_to_Buro_employer,Evaluating_how_long_the_user_has_been_in_buro,Get_accounts_opened_recently.,Inquiries_in_the_last_6_months,Loan_request_Address_matches_to_Buros_Address,Percentage_of_revolving_credit_solved_by_digitt_credit._digitt_credit_all_revolving_credit,Personal_info_matches_to_Buros_personal_info,Revolving_LoC_Usage_ratio,bank_0,name_0,match_balance_address_0,loan_amount_0,rate_0,bank_1,name_1,match_balance_address_1,loan_amount_1,rate_1,bank_2,name_2,match_balance_address_2,loan_amount_2,rate_2,bank_3,name_3,match_balance_address_3,loan_amount_3,rate_3,bank_4,name_4,match_balance_address_4,loan_amount_4,rate_4
8490,,2019-08-08 13:58:40.991977+00,658,6,REJECTED,29,F,10000,FAMILIA,0,Empleado,Licenciatura,1,Guanajuato,MONTHLY_DEBT_PAYMENT,31,12,54950,53646.69,SOLTERO,4,0,,,,,7,2,5,0.9612,0.9612,0.878,0.7885,1.0281,0.7185,0.599,0.9185,0.105263,126.786,1,2,0.642857,0.7991,0.911765,0.7234,Santander,Light,1,16954.06,49.44,Santander,Uni-Santander K,1,20165.34,75.48,Santander,Six Flags American Express,1,16527.29,87,,,,,,,,,,
8438,,2019-08-07 21:37:19.263827+00,711,7,APPROVED,29,F,19000,RENTADO,0,Empleado,Licenciatura,2,Jalisco,,23,9,17800,17721.45,CASADO,0,0,CL,,,,5,2,3,0.2854,0.2854,0.3544,0.3388,0.3805,1.447,1.1945,1.8691,0.157895,108.732,0,2,0.528302,0.5621,1,0.5272,Santander,Uni-Santander K,-1,17721.45,58.49,,,,,,,,,,,,,,,,,,,,
8436,,2019-08-07 21:02:34.675372+00,637,3,REJECTED,32,M,45000,FAMILIA,0,Empleado,Licenciatura,3,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | LOAN_LARGER_60K | MANY_OPEN_ACCOUNTS | HIGH_CREDIT_LINE_USAGE | MANY_NEW_ACCOUNTS,34,12,60000,113115.84,SOLTERO,1,0,,,,,14,6,8,0.7534,0.9601,0.8551,0.8132,0.9254,1.3832,1.1575,1.7618,0.0689655,108.28,7,17,0.694915,0.3996,1,0.9901,Banorte,Oro,1,64800.84,59.5,Citibanamex,Platinum,1,48315,38.17,,,,,,,,,,,,,,,
8432,,2019-08-07 19:49:07.892238+00,632,2,REJECTED,22,M,33000,PROPIO,0,Empleado,Licenciatura,3,Michoacán de Ocampo,OTHER,34,9,58000,58978.7,SOLTERO,,0,,1,,,5,0,4,0.1545,0.1545,0.368,0.3382,0.418,0.404,0.3381,0.5146,0.232558,29.0522,9,17,0.632479,0.9642,1,0.963,BBVA Bancomer,Platinum,1,58978.7,36.47,,,,,,,,,,,,,,,,,,,,
8431,,2019-08-07 19:42:40.25846+00,632,2,APPROVED,22,M,32000,PROPIO,0,Empleado,Licenciatura,2,Michoacán de Ocampo,,34,9,58000,58978.7,SOLTERO,,0,,1,,,5,1,4,0.1593,0.1593,0.3795,0.3488,0.431,0.404,0.3381,0.5146,0.232558,29.052,9,17,0.632479,0.9642,1,0.963,BBVA Bancomer,Platinum,1,58978.7,45.84,,,,,,,,,,,,,,,,,,,,
8428,,2019-08-07 18:42:07.207565+00,646,3,REJECTED,30,M,11300,FAMILIA,3,Empleado,Preparatoria,2,Baja California,MONTHLY_DEBT_PAYMENT,32,15,18500,18382,CASADO,0,0,,,,,7,6,1,0.7757,0.7757,0.7043,0.6772,0.7498,0.7272,0.6071,0.9286,0.780488,133.728,14,14,0.32967,1.0392,1,0.9409,BanCoppel,BanCoppel Visa,1,18382,63.5,,,,,,,,,,,,,,,,,,,,
8421,,2019-08-07 15:59:58.751664+00,633,0,REJECTED,23,M,37000,PROPIO,0,Empleado,Licenciatura,3,Ciudad de México,LOAN_LARGER_60K,34,15,23110,23110,SOLTERO,0,3,CL,,1,,9,5,4,0.2822,0.2822,0.4182,0.4078,0.4357,0.1234,0.1032,0.1571,0.230769,68.2083,10,24,0.571429,0.28,1,1.038,American Express,The Gold Card,-1,23110,81.96,,,,,,,,,,,,,,,,,,,,
8413,,2019-08-07 09:20:19.479492+00,659,1,REJECTED,34,M,10000,PROPIO,0,Empleado,Licenciatura,8,Puebla,MONTHLY_DEBT_PAYMENT,31,12,41000,40802,SOLTERO,0,0,CL|CL|VR,,,1,22,7,15,1.2648,1.2648,1.5604,1.4923,1.6745,0.3622,0.302,0.463,0,135.522,2,6,0.794521,0.3069,1,0.7711,Santander,Free,1,28967,31,Inbursa,Clásica,1,7045,58.56,Inbursa,Interjet Clásica,1,4790,61.68,,,,,,,,,,
8402,Too early to know,2019-08-07 03:52:02.139772+00,687,5,APPROVED,27,M,37000,RENTADO,0,Empleado,Licenciatura,1,Jalisco,,27,12,35000,35522.76,SOLTERO,0,0,,,,,6,2,4,0.129,0.129,0.1668,0.1508,0.1937,0.4537,0.3764,0.5831,1,95.6759,0,6,0.747826,0.6201,1,0.9877,Santander,Oro,-1,35522.76,78,,,,,,,,,,,,,,,,,,,,
8397,,2019-08-07 01:59:07.274318+00,630,3,REJECTED,26,M,8200,FAMILIA,0,Empleado,Licenciatura,3,Nayarit,MONTHLY_DEBT_PAYMENT,35,12,19000,19000,SOLTERO,1,0,,,,1,10,4,6,1.0492,1.0492,1.0351,0.9965,1.0999,0.0841,0.0705,0.107,0.210526,78.0605,4,8,0.769231,0.3419,1,0.4907,BanCoppel,BanCoppel Visa,1,19000,63.5,,,,,,,,,,,,,,,,,,,,
8395,,2019-08-07 00:35:17.153499+00,656,1,REJECTED,25,M,16000,PROPIO,0,Empleado,Licenciatura,3,Guanajuato,MONTHLY_DEBT_PAYMENT,31,15,24000,23282,SOLTERO,0,0,CL,,,,7,2,5,0.7359,1.2439,1.011,0.9867,1.0517,,,,0.12766,39.7683,2,17,0.589744,0.2119,1,1.006,Citibanamex,Oro,0,0,0,Citibanamex,Citi Rewards,0,23282,55.74,Citibanamex,Clásica,0,0,0,,,,,,,,,,
8388,,2019-08-06 23:06:07.916746+00,677,7,REJECTED,28,F,10500,FAMILIA,0,Empleado,Licenciatura,1,Morelos,MONTHLY_DEBT_PAYMENT,28,15,50022,50022.68,CASADO,1,1,,,,,5,1,4,0.5921,0.5921,0.6957,0.6161,0.829,1.797,1.4928,2.3062,0.190476,106.315,0,2,0.3,0.6705,0.931034,0.6611,BBVA Bancomer,Oro,-1,50022.68,90.24,,,,,,,,,,,,,,,,,,,,
8374,,2019-08-06 19:09:13.857689+00,627,5,REJECTED,39,F,21000,PROPIO,1,Empleado,Licenciatura,1,Jalisco,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | BAD_CREDIT_HISTORY,35,15,41049,41049.7,SOLTERO,0,0,CL|CL|PC|LC,,,1,5,3,2,0.3982,0.3982,0.9248,0.8923,0.9795,2.4751,2.0737,3.1486,0.111111,188.471,0,4,0.898305,0.4259,0.942857,0.7773,Banorte,Oro Mujer Banorte,1,41049.7,57.5,,,,,,,,,,,,,,,,,,,,
8366,,2019-08-06 17:08:34.910894+00,704,6,REJECTED,29,M,4500,FAMILIA,2,Empleado,Preparatoria,3,Campeche,MONTHLY_DEBT_PAYMENT,24,12,6746,6746,SOLTERO,0,1,,,,,8,4,4,0.8656,0.8656,1.0533,1.0283,1.0953,0.6505,0.5377,0.8392,0.105263,102.791,1,4,0.594595,0.1489,0.862069,0.7227,Santander,Aeromexico,-1,6746,58.51,,,,,,,,,,,,,,,,,,,,
8363,Too early to know,2019-08-06 15:57:40.650627+00,679,7,APPROVED,24,M,7468,PROPIO,0,Empleado,Licenciatura,1,Baja California,,28,12,15361,15361.7,CASADO,0,0,,,,,9,4,5,0.6314,0.6314,0.5546,0.5202,0.6121,1.0131,0.8416,1.3002,0.835821,50.8534,2,7,0.589744,0.427,1,0.7655,BanCoppel,BanCoppel Visa,-1,15361.7,63.5,,,,,,,,,,,,,,,,,,,,
8352,,2019-08-06 13:51:50.85257+00,711,7,REJECTED,34,M,5000,PROPIO,1,Empleado,Licenciatura,10,Guerrero,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,23,12,19000,23459.52,CASADO,1,,,,,1,10,3,7,1.0255,1.0255,1.5888,1.5103,1.72,0.5539,0.4572,0.7155,1,144.625,3,4,0.720588,0.3853,1,0.2764,BBVA Bancomer,Oro,1,23459.52,63.47,,,,,,,,,,,,,,,,,,,,
8351,,2019-08-06 13:33:52.122306+00,643,4,REJECTED,26,M,14500,RENTADO,0,Empleado,Posgrado,1,Nuevo León,MONTHLY_DEBT_PAYMENT,33,12,52500,77437.85,CASADO,1,0,AD,,,,7,2,5,0.3612,0.3612,0.9362,0.8471,1.0855,0.2597,0.217,0.3311,0.111111,82.818,1,9,0.828283,1.3207,1,0.7924,Santander,Aeromexico,1,30062.55,58.5,Santander,Free,-1,13485.3,75.48,American Express,The Gold Elite,1,33890,81.96,,,,,,,,,,
8345,,2019-08-06 07:34:26.970279+00,652,1,REJECTED,58,M,16000,RENTADO,0,Empleado,Licenciatura,9,Baja California,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,32,15,60841850,60841,SOLTERO,3,,CL,1,,,9,5,4,1.0026,1.0026,2.2549,2.1914,2.3612,0.2796,0.2334,0.357,0.181818,284.552,37,26,0.592593,0.393,1,0.9434,HSBC,Básica,1,60841,63,,,,,,,,,,,,,,,,,,,,
8340,,2019-08-06 06:15:54.345282+00,650,1,REJECTED,29,M,20000,FAMILIA,0,Empleado,Posgrado,4,Jalisco,MONTHLY_DEBT_PAYMENT,32,15,55000,55850.69,SOLTERO,,1,,,,,18,7,11,2.2577,2.5666,2.6342,2.5876,2.7124,0.244,0.2037,0.3115,0.26087,120.711,3,14,0.804348,0.1234,1,0.9508,BBVA Bancomer,Oro,1,55850.69,90.24,,,,,,,,,,,,,,,,,,,,
8335,,2019-08-06 03:28:47.74622+00,677,6,REJECTED,48,F,12000,PROPIO,2,Empleado,Posgrado,10,México,MONTHLY_DEBT_PAYMENT,28,12,20101,20101.78,CASADO,0,0,,,,,5,3,2,1.347,1.5344,0.8692,0.8412,0.916,0.8504,0.7064,1.0914,0.444444,157.966,1,5,0.609756,0.9712,1,0.4461,Citibanamex,Oro,1,20101.78,70.92,,,,,,,,,,,,,,,,,,,,
8314,,2019-08-05 21:36:25.234076+00,705,6,REJECTED,28,M,5000,FAMILIA,0,Empleado,Preparatoria,7,México,MANY_RECENT_DELINQUENCIES | MONTHLY_DEBT_PAYMENT,24,15,13322,12902.77,SOLTERO,9,27,,,,,9,2,7,0.761,0.761,1.1867,1.1436,1.2589,0.5409,0.4471,0.6978,0.75,94.7643,0,4,0.580645,0.2928,0.931034,0.5829,Santander,Free,0,7108.77,75.48,Citibanamex,Oro,1,5794,70.92,,,,,,,,,,,,,,,
8309,,2019-08-05 20:10:11.978486+00,664,6,APPROVED,29,M,20000,PROPIO,0,Negocio propio,Licenciatura,4,Aguascalientes,,30,12,60233,60000,CASADO,0,0,,,,1,5,2,3,0.3869,0.3869,0.3814,0.3313,0.4653,1.6639,1.3857,2.13,0.111111,106.02,0,8,0.652632,1.0017,1,0.8018,Banregio,Clásica,-1,23000,25.02,BBVA Bancomer,Oro,0,37000,90.24,,,,,,,,,,,,,,,
8308,,2019-08-05 20:06:25.708009+00,655,2,REJECTED,39,M,46000,PROPIO,1,Empleado,Licenciatura,2,Guanajuato,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE | SMALL_PREVIUS_PAYMENTS,31,15,110000,89291.05,CASADO,0,0,VR|VR,,,,7,3,4,0.5352,0.5352,0.7462,0.7137,0.8005,1.6346,1.3629,2.0898,1,184.665,1,10,0.60241,0.471,0.945455,0.9423,Citibanamex,Clásica,1,89291.05,72.72,,,,,,,,,,,,,,,,,,,,
8302,,2019-08-05 18:55:02.60974+00,638,1,REJECTED,24,M,10200,FAMILIA,0,Empleado,Preparatoria,2,Ciudad de México,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | SMALL_PREVIUS_PAYMENTS | HIGH_CREDIT_LINE_USAGE | MANY_NEW_ACCOUNTS,34,12,15000,9997.55,SOLTERO,,,,,,1,10,6,4,0.6155,0.6155,2.4977,2.4814,2.5251,2.0301,1.6988,2.5858,0.611111,65.2768,14,35,0.645161,0.4196,1,0.9657,Invex,Sícard Plus,1,9997.55,74.52,,,,,,,,,,,,,,,,,,,,
8293,,2019-08-05 16:26:01.564157+00,704,8,REJECTED,35,F,30000,PROPIO,1,Empleado,Licenciatura,3,Nuevo León,MONTHLY_DEBT_PAYMENT,24,12,12353,12353,SOLTERO,0,0,FN|CL,,,1,9,2,7,0.9344,0.9344,1.3368,1.3299,1.3483,0.9075,0.7501,1.1707,0.47619,158.596,0,3,0.5,0.0367,1,0.847,Afirme,Clásica,1,12353,18,,,,,,,,,,,,,,,,,,,,
8286,,2019-08-05 16:07:24.653797+00,652,6,REJECTED,32,F,27000,PROPIO,0,Empleado,Licenciatura,7,Guanajuato,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,32,12,110000,60000,SOLTERO,,0,CL,,,,8,3,5,0.3991,0.3991,0.7724,0.7353,0.8345,0.6298,0.5257,0.8041,0.25,135.886,0,6,0.774194,0.4892,0.942857,0.7993,BBVA Bancomer,Oro,-1,60000,63.51,,,,,,,,,,,,,,,,,,,,
8281,,2019-08-05 15:45:48.446908+00,652,5,REJECTED,29,M,25000,PROPIO,0,Negocio propio,Licenciatura,6,Aguascalientes,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,32,15,65000,60000,SOLTERO,1,0,,,,,9,6,3,0.9882,0.9882,0.986,0.946,1.0532,1.8424,1.5381,2.3526,0.701754,111.014,7,7,0.508197,0.3734,1,0.708,Santander,Free,0,60000,20,,,,,,,,,,,,,,,,,,,,
8280,Too early to know,2019-08-05 15:43:07.505706+00,703,8,APPROVED,36,F,15000,PROPIO,0,Empleado,Posgrado,0,Ciudad de México,,24,15,51718,51717.9,CASADO,0,0,,,1,,3,2,1,0.364,0.364,0.4497,0.392,0.5461,0.1493,0.1234,0.1926,0.0869565,120.498,2,4,0.635514,1.1076,1,0.2351,BBVA Bancomer,Oro,1,51717.9,63.37,,,,,,,,,,,,,,,,,,,,
8277,,2019-08-05 15:19:43.093231+00,707,8,REJECTED,28,M,8000,FAMILIA,1,Empleado,Licenciatura,6,Guanajuato,MONTHLY_DEBT_PAYMENT,24,15,12264,12264.17,SOLTERO,0,0,,,,,16,7,9,0.8873,0.8873,1.2129,1.1872,1.2558,0.6984,0.5772,0.9009,0.888889,117.465,0,1,0.75,0.1509,0.892857,0.4586,Citibanamex,B•smart,1,12264.17,56.76,,,,,,,,,,,,,,,,,,,,
8273,,2019-08-05 14:37:15.814547+00,682,6,REJECTED,28,F,8000,RENTADO,0,Empleado,Posgrado,0,Hidalgo,MONTHLY_DEBT_PAYMENT,27,12,18000,21598.34,SOLTERO,0,0,,,,,5,0,5,0.4448,0.4448,0.6357,0.5906,0.7113,0.471,0.3908,0.6053,0.122449,94.7871,1,7,0.585859,0.5058,1,0.3161,Scotiabank,Básica,1,21598.34,68.5,,,,,,,,,,,,,,,,,,,,
8269,Too early to know,2019-08-05 12:17:10.907087+00,679,5,APPROVED,22,M,15000,FAMILIA,0,Empleado,Preparatoria,0,Baja California,,28,12,51000,43368.84,SOLTERO,0,0,,,,1,2,0,2,0.2833,0.2833,0.2854,0.2371,0.3663,0.1228,0.102,0.1577,0,47.2033,1,14,0.545455,0.8504,1,0.68,Scotiabank,Travel Oro,1,43368.84,61.44,,,,,,,,,,,,,,,,,,,,
8267,Too early to know,2019-08-05 05:48:38.914405+00,646,4,APPROVED,32,M,80000,PROPIO,1,Negocio propio,Licenciatura,3,Jalisco,,32,9,60317,51343.48,CASADO,4,0,,,,,11,9,2,0.2362,0.2362,0.7501,0.7394,0.768,0.4582,0.3825,0.5851,0.333333,94.4204,0,7,0.860465,0.2303,1,2.1687,Banorte,Platinum,-1,51343.48,31.5,,,,,,,,,,,,,,,,,,,,
8265,,2019-08-05 05:32:38.360421+00,705,8,REJECTED,25,M,13500,FAMILIA,0,Empleado,Licenciatura,1,Sonora,MONTHLY_DEBT_PAYMENT,24,9,20152,20152,SOLTERO,0,0,,,,,8,2,6,0.5261,0.5261,0.9707,0.9458,1.0125,0.1737,0.1436,0.2241,0.292683,84.9362,0,5,0.606061,0.2545,1,0.4305,HSBC,Clásica,1,20152,67.56,,,,,,,,,,,,,,,,,,,,
8264,Too early to know,2019-08-05 05:10:17.053086+00,649,3,APPROVED,21,M,12000,RENTADO,0,Empleado,Licenciatura,1,Ciudad de México,,32,15,12600,12600.89,SOLTERO,0,0,,,,,6,3,3,0.6711,0.6711,0.1741,0.1566,0.2035,1.0664,0.8902,1.3617,0.428571,30.968,3,16,0.505263,0.9443,1,0.9811,HSBC,Zero,-1,12600.89,64.5,,,,,,,,,,,,,,,,,,,,
8261,Too early to know,2019-08-05 03:50:10.984823+00,696,4,APPROVED,32,M,35000,PROPIO,0,Negocio propio,Licenciatura,10,Guanajuato,,25,12,54000,23573.82,CASADO,0,0,LC|CL|CL,,,,7,4,3,0.481,0.481,0.6217,0.6105,0.6406,0.1383,0.1144,0.1782,0.857143,151.386,0,8,0.545455,0.177,1,0.9617,BBVA Bancomer,Oro,0,23573.82,63.45,,,,,,,,,,,,,,,,,,,,
8246,Too early to know,2019-08-04 23:03:57.20169+00,669,7,APPROVED,21,M,12000,RENTADO,0,Empleado,Preparatoria,5,Chihuahua,,29,12,36330,36329.48,SOLTERO,0,0,,,,,1,0,1,0.2479,0.2479,0.3006,0.25,0.3853,0.9035,0.7515,1.1581,1,21.6372,0,3,0.678899,1.0176,0.939394,1.0288,BBVA Bancomer,Oro,1,36329.48,63.47,,,,,,,,,,,,,,,,,,,,
8241,,2019-08-04 22:04:42.614987+00,695,7,REJECTED,44,M,23000,PROPIO,1,Empleado,Licenciatura,1,Oaxaca,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,25,15,164534,164463.39,CASADO,0,0,CD,,,,7,2,5,0.9751,0.9149,1.1853,1.0657,1.3853,1.4502,1.2002,1.8684,0.0714286,165.346,0,4,0.765957,0.762,1,0.489,Banorte,Oro,1,164463.39,53.64,,,,,,,,,,,,,,,,,,,,
8240,Too early to know,2019-08-04 22:00:11.003174+00,706,7,APPROVED,24,F,11500,PROPIO,0,Empleado,Licenciatura,1,Jalisco,,24,12,13500,14529.46,SOLTERO,0,0,,,,,9,2,7,0.293,0.293,0.4933,0.4722,0.5286,0.3182,0.263,0.4105,0.0625,62.1519,1,6,0.75,0.4395,1,0.2317,Citibanamex,Oro,1,14529.46,70.92,,,,,,,,,,,,,,,,,,,,
8238,,2019-08-04 20:58:09.977316+00,683,7,REJECTED,36,M,30000,PROPIO,4,Empleado,Licenciatura,10,San Luis Potosí,LOAN_LARGER_60K | MANY_RECENT_DELINQUENCIES | SUSPICIUS_APPLICANT | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,27,12,90000,88965,CASADO,4,9,AD,,,,12,8,4,1.157,1.4297,4.9845,4.9349,5.0674,1.0432,0.8655,1.3405,0.434783,188.376,0,12,0.361111,0.8906,1,0.7565,Citibanamex,Platinum,1,49100,40.68,Invex,Volaris Invex 2.0,1,39865,70.32,,,,,,,,,,,,,,,
8234,,2019-08-04 18:48:12.208625+00,655,2,REJECTED,60,M,39000,PROPIO,1,Retirado,Licenciatura,,México,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,31,15,150000,60000,CASADO,1,0,LG|CL,,,,8,6,2,1.3953,1.3953,1.3766,1.3509,1.4196,0.4256,0.3549,0.5441,0,284.438,3,7,0.504202,0.1242,1,0.9664,HSBC,Zero,0,60000,67.5,,,,,,,,,,,,,,,,,,,,
8231,,2019-08-04 17:11:22.530355+00,662,1,REJECTED,34,M,10000,PROPIO,0,Empleado,Licenciatura,8,Puebla,MONTHLY_DEBT_PAYMENT,30,12,51000,51801.35,SOLTERO,0,0,CL|VR|CL,,,1,22,7,15,1.0789,1.0789,1.3953,1.3088,1.5402,0.4646,0.3869,0.5948,0,135.436,2,5,0.794521,0.4681,1,0.6417,Inbursa,Interjet Clásica,1,4757.16,61.68,Inbursa,Clásica,1,16005.88,58.56,Inbursa,Telcel Inbursa,1,31038.31,43.08,,,,,,,,,,
8228,Too early to know,2019-08-04 15:31:15.23265+00,692,7,APPROVED,27,M,13500,PROPIO,0,Empleado,Licenciatura,1,Ciudad de México,,26,15,22000,20210.54,SOLTERO,0,0,CL,,,,4,0,4,0.1215,0.1215,0.1461,0.121,0.1879,0.2131,0.1766,0.2742,0.342105,102.563,1,4,0.652632,1.0264,1,0.4415,Santander,Zero,1,5928.71,56.5,Santander,Uni-Santander K,-1,14281.83,75.48,,,,,,,,,,,,,,,
8219,,2019-08-04 03:46:59.085142+00,696,4,REJECTED,37,M,30000,FAMILIA,1,Negocio propio,Licenciatura,2,Oaxaca,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,25,12,300000,299230.74,SOLTERO,0,0,FN,,,,15,9,6,1.9073,1.9073,1.9686,1.8018,2.2476,0.9752,0.807,1.2564,0.322581,118.934,3,7,0.403846,0.6571,1,0.9118,BBVA Bancomer,Oro,-1,72366.54,90.24,BBVA Bancomer,Azul,-1,151710.39,102.96,Santander,Light,-1,75153.81,49.44,,,,,,,,,,
8214,,2019-08-04 01:29:40.249332+00,700,7,REJECTED,29,F,26800,RENTADO,0,Empleado,Posgrado,3,Jalisco,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K | SMALL_PREVIUS_PAYMENTS | HIGH_CREDIT_LINE_USAGE,25,15,81409,81409,SOLTERO,0,0,,,,,13,5,8,1.6805,2.0853,1.7321,1.6813,1.817,1.3873,1.1481,1.7873,0.48,131.963,0,4,0.677419,0.2283,0.929577,0.9392,Scotiabank,Travel Oro,1,81409,61.44,,,,,,,,,,,,,,,,,,,,
8209,Too early to know,2019-08-04 01:00:05.62582+00,634,2,APPROVED,26,M,21000,FAMILIA,0,Negocio propio,Preparatoria,4,México,,34,12,21000,10755.96,SOLTERO,3,0,,,,,11,4,7,0.2649,0.2649,0.4678,0.4592,0.4821,0.0998,0.0835,0.1271,0.0909091,83.8656,27,20,0.431034,0.2048,1,0.7387,BanCoppel,BanCoppel Visa,0,8184.3,86.04,Inbursa,Walmart,1,2571.66,119.64,,,,,,,,,,,,,,,
8207,,2019-08-03 23:22:06.710246+00,693,8,REJECTED,60,F,80000,PROPIO,0,Empleado,Licenciatura,8,Puebla,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,26,15,120000,53192.25,CASADO,0,0,,,,,6,2,4,0.1801,0.1801,0.6493,0.6382,0.6679,0.1286,0.1065,0.1654,0.102564,130.799,0,1,0.617284,0.3077,0.957747,1.523,American Express,The Gold Card,0,53192.25,81.96,,,,,,,,,,,,,,,,,,,,
8200,Too early to know,2019-08-03 19:28:44.281342+00,661,5,APPROVED,40,M,120000,PROPIO,0,Negocio propio,Licenciatura,7,Querétaro,,30,12,15000,15000,CASADO,8,0,CL,,1,1,16,7,9,0.3294,0.372,0.3834,0.3813,0.3869,0.4594,0.3825,0.588,0.0606061,187.729,12,15,0.489796,0.0452,1,0.7819,BBVA Bancomer,Privilegios Honda,1,15000,122.4,,,,,,,,,,,,,,,,,,,,
8194,,2019-08-03 18:19:14.695015+00,688,6,REJECTED,27,M,20000,RENTADO,0,Empleado,Posgrado,3,Ciudad de México,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | HIGH_CREDIT_LINE_USAGE,26,12,72000,60000,SOLTERO,0,0,,,,,6,2,4,0.8037,1.1734,0.803,0.7528,0.8869,2.1056,1.7448,2.7093,0.75,59.7276,1,5,0.576,0.6558,1,0.564,BBVA Bancomer,Afinidad UNAM,1,60000,101.64,,,,,,,,,,,,,,,,,,,,
8187,Too early to know,2019-08-03 14:44:27.659519+00,662,7,APPROVED,38,F,19000,PROPIO,1,Empleado,Preparatoria,7,Tabasco,,30,15,10424,10424,SOLTERO,1,1,,,1,,9,4,5,0.1623,0.1623,0.2251,0.216,0.2405,,,,0.918033,180.207,12,7,0.632653,0.4712,0.931034,0.2789,Inbursa,Bodega Aurrera,0,10424,40,,,,,,,,,,,,,,,,,,,,
8176,Too early to know,2019-08-03 05:58:16.798004+00,691,5,APPROVED,28,F,100000,PROPIO,0,Empleado,Licenciatura,3,Ciudad de México,,26,12,65000,34823.19,CASADO,0,0,,,,,13,3,10,0.2493,0.3663,0.2511,0.2453,0.2608,0.0653,0.0541,0.0841,0.8125,117.646,4,15,0.34,0.2238,1,0.7326,Santander,Fiesta Rewards Clásica,1,6799.71,58.5,Santander,Aeromexico,1,6493.48,30.83,BBVA Bancomer,Oro,0,21530,90.24,,,,,,,,,,
8169,Too early to know,2019-08-03 05:15:43.544247+00,672,4,APPROVED,39,M,8000,RENTADO,2,Empleado,Preparatoria,5,Yucatán,,29,12,28000,27669,UNION_LIBRE,0,0,,,,,3,2,1,0.4125,0.4125,0.4094,0.3516,0.5061,1.4592,1.2137,1.8703,1,95.9681,2,7,0.647887,1.0638,1,1.0121,BBVA Bancomer,Azul,1,27669,102.96,,,,,,,,,,,,,,,,,,,,
8166,,2019-08-03 03:18:19.317699+00,686,4,REJECTED,34,M,20000,PROPIO,1,Negocio propio,Licenciatura,3,Veracruz de Ignacio de la Llave,MANY_OPEN_ACCOUNTS | MONTHLY_DEBT_PAYMENT,27,15,36748,36656.98,SEPARADO,6,0,,,,,13,8,5,0.4699,0.4699,0.6696,0.639,0.7209,1.0901,0.9044,1.4008,1,165.288,3,9,0.54717,0.8153,1,0.6246,Inbursa,Clásica,1,13782.46,48,Inbursa,Walmart,1,22874.52,70,,,,,,,,,,,,,,,
8151,Too early to know,2019-08-02 21:24:03.15405+00,669,6,APPROVED,20,F,25000,FAMILIA,0,Negocio propio,Licenciatura,2,Querétaro,,29,12,17000,17500,SOLTERO,0,0,CL,,,1,4,0,2,0.1022,0.1022,0.1376,0.1259,0.1572,0.0999,0.0831,0.128,0.129032,19.2479,3,8,0.803419,0.5706,1,0.4625,Citibanamex,Clásica,1,17500,72.56,,,,,,,,,,,,,,,,,,,,
